Var1,Var2,Var3,Var4
GLYHISLYSr,"Metabolism (Formation/Degradation) of GlyHisLys",-0.0172899999997268,0
GLYLYSCYSr,"Metabolism (Formation/Degradation) of GlyLysCys",-0.00824600000022125,0
GLYLYSPHEr,"Metabolism (Formation/Degradation) of GlyLysPhe",-0.0127679999975539,0
GLYTYRLYSr,"Metabolism (Formation/Degradation) of GlytyrLys",-0.0231420000000696,0
GLYVALHISr,"Metabolism (Formation/Degradation) of GlyValHis",-0.0172900000000817,0
HISARGCYSr,"Metabolism (Formation/Degradation) of HisArgCys",-0.00824600000011589,0
HISARGSERr,"Metabolism (Formation/Degradation) of HisArgSer",-0.017290000003009,0
HISASPr,"Metabolism (Formation/Degradation) of HisAsp",-0.0172900000000878,0
HISCYSCYSr,"Metabolism (Formation/Degradation) of HisCysCys",-0.00412299999908385,0
HISGLNALAr,"Metabolism (Formation/Degradation) of HisGlnAla",-0.0172900000004629,0
HISGLUr,"Metabolism (Formation/Degradation) of HisGlu",-0.0172899999997133,0
HISGLUGLNr,"Metabolism (Formation/Degradation) of HisGluGln",-0.0172900000005552,0
HISGLYLYSr,"Metabolism (Formation/Degradation) of HisGlyLys",-0.0172900000009477,0
HISHISLYSr,"Metabolism (Formation/Degradation) of HisHisLys",-0.00864500000018475,0
HISLYSALAr,"Metabolism (Formation/Degradation) of HisLysAla",-0.0172900000006541,0
HISLYSGLUr,"Metabolism (Formation/Degradation) of HisLysGlu",-0.0172899999997837,0
HISLYSILEr,"Metabolism (Formation/Degradation) of HisLysIle",-0.0172899999999649,0
HISLYSTHRr,"Metabolism (Formation/Degradation) of HisLysThr",-0.0172900000003977,0
HISLYSVALr,"Metabolism (Formation/Degradation) of HisLysVal",-0.017289999999731,0
HISMETr,"Metabolism (Formation/Degradation) of HisMet",-0.00731500000002634,0
HISMETGLNr,"Metabolism (Formation/Degradation) of HisMetGln",-0.00731500000005703,0
HISPHEARGr,"Metabolism (Formation/Degradation) of HisPheArg",-0.0103740000000527,0
HISPROLYSr,"Metabolism (Formation/Degradation) of HisProLys",-0.0172899999998121,0
HISTRPHISr,"Metabolism (Formation/Degradation) of HisTrpHis",-0.00864499999986548,0
ILEARGILEr,"Metabolism (Formation/Degradation) of IleArgIle",-0.0106400000007111,0
ILEASNHISr,"Metabolism (Formation/Degradation) of IleAsnHis",-0.0172900000005434,0
ILEASPr,"Metabolism (Formation/Degradation) of IleAsp",-0.0212800000009775,0
ILEGLNGLUr,"Metabolism (Formation/Degradation) of IleGlnGlu",-0.0212800000010134,0
ILEGLYARGr,"Metabolism (Formation/Degradation) of IleGlyArg",-0.0212800000101125,0
ILEPROLYSr,"Metabolism (Formation/Degradation) of IleProLys",-0.0212800000010536,0
ILESERARGr,"Metabolism (Formation/Degradation) of IleSerArg",-0.0212799999993475,0
ILETRPTYRr,"Metabolism (Formation/Degradation) of IleTrptyr",-0.011970000000284,0
LEUALAARGr,"Metabolism (Formation/Degradation) of LeuAlaArg",-0.0917700000026032,0
LEUASNASPr,"Metabolism (Formation/Degradation) of LeuAsnAsp",-0.0917700000017411,0
LEUASPLYSr,"Metabolism (Formation/Degradation) of LeuAspLys",-0.0308559999971002,0
LEULEUTRPr,"Metabolism (Formation/Degradation) of LeuLeuTrp",-0.0119699999998886,0
LEUPROr,"Metabolism (Formation/Degradation) of LeuPro",-0.0917699999988515,0
LEUPROARGr,"Metabolism (Formation/Degradation) of LeuProArg",-0.0917699999989086,0
LEUSERTRPr,"Metabolism (Formation/Degradation) of LeuSerTrp",-0.0119700000002058,0
LEUTRPr,"Metabolism (Formation/Degradation) of LeuTrp",-0.0119700000002112,0
LEUTRPARGr,"Metabolism (Formation/Degradation) of LeuTrpArg",-0.0119699999999986,0
LEUTYRTYRr,"Metabolism (Formation/Degradation) of Leutyrtyr",-0.0115709999986897,0
LEUVALr,"Metabolism (Formation/Degradation) of LeuVal",-0.0452200000023033,0
LYSARGLEUr,"Metabolism (Formation/Degradation) of LysArgLeu",-0.0308560000000064,0
LYSCYSHISr,"Metabolism (Formation/Degradation) of LysCysHis",-0.00824599999955624,0
LYSGLNPHEr,"Metabolism (Formation/Degradation) of LysGlnPhe",-0.0127679999995071,0
LYSGLUGLUr,"Metabolism (Formation/Degradation) of LysGluGlu",-0.0308560000002212,0
LYSLYSLYSr,"Metabolism (Formation/Degradation) of LysLysLys",-0.0102853333333416,0
LYSPHEILEr,"Metabolism (Formation/Degradation) of LysPheIle",-0.00798000000055838,0
LYSTRPARGr,"Metabolism (Formation/Degradation) of LysTrpArg",-0.0119699999999986,0
LYSTYRILEr,"Metabolism (Formation/Degradation) of LystyrIle",-0.0165300000000376,0
LYSVALPHEr,"Metabolism (Formation/Degradation) of LysValPhe",-0.0127679999974922,0
LYSVALTRPr,"Metabolism (Formation/Degradation) of LysValTrp",-0.0119700000002985,0
METARGLEUr,"Metabolism (Formation/Degradation) of MetArgLeu",-0.00731500000007902,0
METASNTYRr,"Metabolism (Formation/Degradation) of MetAsntyr",-0.00731500000005795,0
METGLNTYRr,"Metabolism (Formation/Degradation) of MetGlntyr",-0.00731500000009699,0
METGLYARGr,"Metabolism (Formation/Degradation) of MetGlyArg",-0.00731500000002634,0
METHISLYSr,"Metabolism (Formation/Degradation) of MetHisLys",-0.0073150000014958,0
METMETILEr,"Metabolism (Formation/Degradation) of MetMetIle",-0.00365750000004717,0
METPHEARGr,"Metabolism (Formation/Degradation) of MetPheArg",-0.00731500000009657,0
METTRPPHEr,"Metabolism (Formation/Degradation) of MetTrpPhe",-0.00731500000011063,0
PHEASNMETr,"Metabolism (Formation/Degradation) of PheAsnMet",-0.00731500000002634,0
PHEASPr,"Metabolism (Formation/Degradation) of PheAsp",-0.0127680000000843,0
PHEGLNPHEr,"Metabolism (Formation/Degradation) of PheGlnPhe",-0.00638400000007298,0
PHELEUr,"Metabolism (Formation/Degradation) of PheLeu",-0.0127679999999958,0
PHELEUASPr,"Metabolism (Formation/Degradation) of PheLeuAsp",-0.0127680000002028,0
PHELEUHISr,"Metabolism (Formation/Degradation) of PheLeuHis",-0.0103740000004479,0
PHELYSALAr,"Metabolism (Formation/Degradation) of PheLysAla",-0.0127680000000316,0
PHELYSPROr,"Metabolism (Formation/Degradation) of PheLysPro",-0.0127680000002028,0
PHEPHEr,"Metabolism (Formation/Degradation) of PhePhe",-0.00638399999875332,0
PHEPHEASNr,"Metabolism (Formation/Degradation) of PhePheAsn",-0.0063840000001014,0
PHEPHETHRr,"Metabolism (Formation/Degradation) of PhePheThr",-0.00638400000010141,0
PHEPROARGr,"Metabolism (Formation/Degradation) of PheProArg",-0.0127680000008524,0
PHESERTRPr,"Metabolism (Formation/Degradation) of PheSerTrp",-0.00897750000011905,0
PHETHRLYSr,"Metabolism (Formation/Degradation) of PheThrLys",-0.0127679999974354,0
PHETRPLEUr,"Metabolism (Formation/Degradation) of PheTrpLeu",-0.00897749999999896,0
PHETYRr,"Metabolism (Formation/Degradation) of Phetyr",-0.0115710000000202,0
PHETYRGLNr,"Metabolism (Formation/Degradation) of PhetyrGln",-0.0115710000000369,0
PHETYRLYSr,"Metabolism (Formation/Degradation) of PhetyrLys",-0.0115709999986897,0
PROARGASPr,"Metabolism (Formation/Degradation) of ProArgAsp",-28.1541157579299,0
PROARGCYSr,"Metabolism (Formation/Degradation) of ProArgCys",-0.00824600000006322,0
PROASNCYSr,"Metabolism (Formation/Degradation) of ProAsnCys",-0.00824600000016857,0
PROCYSr,"Metabolism (Formation/Degradation) of ProCys",-0.00824600000216946,0
PROGLNPROr,"Metabolism (Formation/Degradation) of ProGlnPro",-43.1097861829716,0
PROGLULYSr,"Metabolism (Formation/Degradation) of ProGluLys",-0.0308559999971002,0
PROHISr,"Metabolism (Formation/Degradation) of ProHis",-0.0172900000005951,0
PROHISTYRr,"Metabolism (Formation/Degradation) of ProHistyr",-0.0159599999996971,0
PROLEUARGr,"Metabolism (Formation/Degradation) of ProLeuArg",-0.0917700000025548,0
PROLYSPROr,"Metabolism (Formation/Degradation) of ProLysPro",-0.0308559999973109,0
PROPHEr,"Metabolism (Formation/Degradation) of ProPhe",-0.012768000000146,0
PROPROARGr,"Metabolism (Formation/Degradation) of ProProArg",-28.3634058231844,0
PROPROPROr,"Metabolism (Formation/Degradation) of ProProPro",-59.7043651196146,0
PROTRPLYSr,"Metabolism (Formation/Degradation) of ProTrpLys",-0.0119700000004055,0
PROTRPTHRr,"Metabolism (Formation/Degradation) of ProTrpThr",-0.0119699999998438,0
PROVALGLNr,"Metabolism (Formation/Degradation) of ProValGln",-0.0452200000010243,0
SERARGALAr,"Metabolism (Formation/Degradation) of SerArgAla",-27.8127056702264,0
SERARGTRPr,"Metabolism (Formation/Degradation) of SerArgTrp",-0.0119699999998964,0
SERCYSARGr,"Metabolism (Formation/Degradation) of SerCysArg",-0.00824599999965122,0
SERGLYGLUr,"Metabolism (Formation/Degradation) of SerGlyGlu",-55.2583169701445,0
SERLYSHISr,"Metabolism (Formation/Degradation) of SerLysHis",-0.0172900000005711,0
SERPHELYSr,"Metabolism (Formation/Degradation) of SerPheLys",-0.0127679999974354,0
SERTRPHISr,"Metabolism (Formation/Degradation) of SerTrpHis",-0.0119700000002086,0
THRARGTYRr,"Metabolism (Formation/Degradation) of ThrArgtyr",-0.021545999999832,0
THRASNTYRr,"Metabolism (Formation/Degradation) of ThrAsntyr",-0.0215460000000948,0
THRGLNGLUr,"Metabolism (Formation/Degradation) of ThrGlnGlu",-0.0492100000022208,0
THRGLNTYRr,"Metabolism (Formation/Degradation) of ThrGlntyr",-0.0215460000001539,0
THRHISHISr,"Metabolism (Formation/Degradation) of ThrHisHis",-0.00864500000025004,0
THRILEARGr,"Metabolism (Formation/Degradation) of ThrIleArg",-0.021280000001314,0
THRMETARGr,"Metabolism (Formation/Degradation) of ThrMetArg",-0.00731500000006236,0
THRPHEARGr,"Metabolism (Formation/Degradation) of ThrPheArg",-0.012767999999564,0
THRSERARGr,"Metabolism (Formation/Degradation) of ThrSerArg",-0.0492100000021738,0
THRTHRARGr,"Metabolism (Formation/Degradation) of ThrThrArg",-0.0246049999994619,0
THRTYRMETr,"Metabolism (Formation/Degradation) of ThrtyrMet",-0.00731500000002636,0
TRPALAPROr,"Metabolism (Formation/Degradation) of TrpAlaPro",-0.0119700000002634,0
TRPARGALAr,"Metabolism (Formation/Degradation) of TrpArgAla",-0.0119700000003687,0
TRPASPASPr,"Metabolism (Formation/Degradation) of TrpAspAsp",-0.0119700000002575,0
TRPGLNGLNr,"Metabolism (Formation/Degradation) of TrpGlnGln",-0.0119700000000176,0
TRPGLUGLYr,"Metabolism (Formation/Degradation) of TrpGluGly",-0.0119700000003438,0
TRPGLULEUr,"Metabolism (Formation/Degradation) of TrpGluLeu",-0.0119700000002634,0
TRPGLUPROr,"Metabolism (Formation/Degradation) of TrpGluPro",-0.0119700000002107,0
TRPGLUTYRr,"Metabolism (Formation/Degradation) of TrpGlutyr",-0.0119700000000513,0
TRPGLYLEUr,"Metabolism (Formation/Degradation) of TrpGlyLeu",0,0.0119700000002049
TRPGLYPHEr,"Metabolism (Formation/Degradation) of TrpGlyPhe",0,0.00897750000001317
TRPGLYVALr,"Metabolism (Formation/Degradation) of TrpGlyVal",-0.0119699999999986,0
TRPHISMETr,"Metabolism (Formation/Degradation) of TrpHisMet",-0.00731499999997366,0
TRPILELYSr,"Metabolism (Formation/Degradation) of TrpIleLys",-0.0119700000002112,0
TRPILETRPr,"Metabolism (Formation/Degradation) of TrpIleTrp",-0.00598500000014925,0
TRPLEUVALr,"Metabolism (Formation/Degradation) of TrpLeuVal",-0.0119699999999986,0
TRPLYSr,"Metabolism (Formation/Degradation) of TrpLys",-0.0119699999999986,0
TRPMETARGr,"Metabolism (Formation/Degradation) of TrpMetArg",-0.00731500000007902,0
TRPMETVALr,"Metabolism (Formation/Degradation) of TrpMetVal",-0.00731500000002594,0
TRPPHEr,"Metabolism (Formation/Degradation) of TrpPhe",-0.00897750000005926,0
TRPPROGLYr,"Metabolism (Formation/Degradation) of TrpProGly",0,0.0119700000002049
TRPPROLEUr,"Metabolism (Formation/Degradation) of TrpProLeu",-0.0119700000002049,0
TRPPROVALr,"Metabolism (Formation/Degradation) of TrpProVal",-0.0119699999999986,0
TRPSERTYRr,"Metabolism (Formation/Degradation) of TrpSertyr",-0.0119700000002049,0
TRPTHRGLUr,"Metabolism (Formation/Degradation) of TrpThrGlu",-0.0119699999995356,0
TRPTHRILEr,"Metabolism (Formation/Degradation) of TrpThrIle",-0.0119700000003512,0
TRPTHRTYRr,"Metabolism (Formation/Degradation) of TrpThrtyr",-0.0119700000000248,0
TRPTYRGLNr,"Metabolism (Formation/Degradation) of TrptyrGln",-0.0119699999999081,0
TRPTYRTYRr,"Metabolism (Formation/Degradation) of Trptyrtyr",-0.00964250000003951,0
TRPVALASPr,"Metabolism (Formation/Degradation) of TrpValAsp",-0.0119700000002107,0
TYRALAr,"Metabolism (Formation/Degradation) of TyrAla",-0.0231419999973794,0
TYRALAPHEr,"Metabolism (Formation/Degradation) of TyrAlaPhe",-0.011570999998716,0
TYRARGGLUr,"Metabolism (Formation/Degradation) of TyrArgGlu",-0.0231420000000696,0
TYRARGSERr,"Metabolism (Formation/Degradation) of TyrArgSer",-0.0231420000000696,0
TYRASPARGr,"Metabolism (Formation/Degradation) of TyrAspArg",-0.0231419999976206,0
TYRCYSGLYr,"Metabolism (Formation/Degradation) of TyrCysGly",-0.00824600000222214,0
TYRCYSTHRr,"Metabolism (Formation/Degradation) of TyrCysThr",-0.00824599999815452,0
TYRGLUr,"Metabolism (Formation/Degradation) of TyrGlu",-0.0231420000000169,0
TYRLEUARGr,"Metabolism (Formation/Degradation) of TyrLeuArg",-0.0231420000000737,0
TYRPHETYRr,"Metabolism (Formation/Degradation) of TyrPhetyr",-0.00771400000000703,0
TYRTHRr,"Metabolism (Formation/Degradation) of TyrThr",-0.0215460000003617,0
TYRTRPPHEr,"Metabolism (Formation/Degradation) of TyrTrpPhe",-0.00897750000009219,0
TYRTYRr,"Metabolism (Formation/Degradation) of Tyrtyr",-0.0115710000000084,0
TYRVALMETr,"Metabolism (Formation/Degradation) of TyrValMet",-0.00731500000087038,0
VALARGGLYr,"Metabolism (Formation/Degradation) of ValArgGly",-0.0452200000023974,0
VALHISASNr,"Metabolism (Formation/Degradation) of ValHisAsn",-0.0172900000007716,0
VALLEUPHEr,"Metabolism (Formation/Degradation) of ValLeuPhe",-0.0127679999975539,0
VALLYSTYRr,"Metabolism (Formation/Degradation) of ValLystyr",-0.02227749999946,0
VALPHEARGr,"Metabolism (Formation/Degradation) of ValPheArg",-0.0127680000000843,0
VALPROTRPr,"Metabolism (Formation/Degradation) of ValProTrp",-0.0119700000000175,0
VALSERARGr,"Metabolism (Formation/Degradation) of ValSerArg",-0.0452200000000443,0
VALTRPPHEr,"Metabolism (Formation/Degradation) of ValTrpPhe",-0.00897750000040084,0
VALTRPVALr,"Metabolism (Formation/Degradation) of ValTrpVal",-0.0119700000003375,0
VALVALr,"Metabolism (Formation/Degradation) of ValVal",-0.0226100000000527,0
TRPGLYASPr,"Metabolism (Formation/Degradation) of TrpGlyAsp",-0.0119700000003991,0
HOMOVALte,"Transport of Homovanillate by Oat3",-1000,0.0231419999973794
EX_homoval[e],"Exchange of Homovanillate",0,0.0231420000000696
GLYCLTtm,"Transport of Glycolate, Mitochondrial",0,1000
TYMc,"Formation of Tyraminium",0,0.012768000000146
DOPAc,"Formation of Dopamine",0,0.0231420000000696
PCHOL2PALM_HSte,"Transport of 2-Palmitoylglycerophosphocholine",-63.1196783801444,0
XOLEST183te,"Transport of 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",0,267.019887014607
XOLEST182_HSte,"Transport of 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",0,0
XOLEST181_HSte,"Transport of 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",0,252.528349858
XOLEST205_HSte,"Transport of 1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5, 8, 11, 14, 17)",0,220.886278643893
XOLEST204_HSte,"Transport of Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5, 8, 11, 14)",0,282.610502283943
XOLEST226_HSte,"Transport of Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4, 7, 10, 13, 16, 19)",0,210.53393764466
PE224_HSte,"Transport of 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)",-99.1503974216284,0
PCHOLN261_HSte,"Transport of Lysopc A C26:1 (Delta 5)",-63.1196783801448,0
PCHOLN281_HSte,"Transport of Lysopc A C28:1 (Delta 5)",-63.1196783801533,0
PCHOLN28_HSte,"Transport of Lysopc A C28:0",-63.1196783801433,0
3BCRNtr,"Transport of 3-Hydroxy Butyryl Carnitine",0,1000
3DDCRNtr,"Transport of 3-Hydroxydodecanoylcarnitine",0,1000
3DECCRNtr,"Transport of 3-Hydroxydecanoylcarnitine",2.54019028034236e-13,1000
3HDECECRNtr,"Transport of 3-Hydroxyhexadecenoylcarnitine",0,1000
3HEXDCRNtr,"Transport of 3-Hydroxyhexadecanoylcarnitine",0,1000
3IVCRNtr,"Transport of 3-Hydroxy-Isovaleryl Carnitine",0,1000
3OCTDEC2CRNtr,"Transport of 3-Hydroxyoctadecadienoylcarnitine",0,1000
3OCTDECCRNtr,"Transport of 3-Hydroxyoctadecanoyl Carnitine",0,1000
3OCTDECE1CRNtr,"Transport of 3-Hydroxy-Octadecenoyl Carnitine",0,1000
3TDCRNtr,"Transport of 3-Hydroxy-Tetradecanoyl Carnitine",0,1000
3TETD7ECOACRNtr,"Transport of 3-Hydroxy Tetradecenoyl-7-Carnitine",0,1000
3THEXDDCOACRNtr,"Transport of 3-Hydroxy Trans7, 10-Hexadecadienoyl Carnitine",0,1000
3TTETDDCOACRNtr,"Transport of 3-Hydroxy Trans5, 8Tetradecadienoyl Carnitine",-7.72715225139109e-13,1000
ACRNtr,"Transport of Acetyl Carnitine",-1000,1000
C101CRNtr,"Transport of Decenoyl Carnitine",0,1000
C10CRNtr,"Transport of Decanoyl Carnitine",0,1000
C10DCtr,"Transport of Sebacoyl Carnitine",0,1000
C12DCtr,"Transport of Dodecanedioyl Carnitine",0,1000
C16DCtr,"Transport of Hexadecanedioic Acid Mono-L-Carnitine Ester",0,1000
C3DCtr,"Transport of Malonyl Carnitine",0,1000
C4CRNtr,"Transport of Butyryl Carnitine",0,1000
C4DCtr,"Transport of Succinyl Carnitine",0,1000
C51CRNtr,"Transport of Tiglyl Carnitine",0,1000
C5DCtr,"Transport of Glutaryl Carnitine",0,1000
C6CRNtr,"Transport of Hexanoyl Carnitine",0,1000
C6DCtr,"Transport of Adipoyl Carnitine",0,1000
C81CRNtr,"Transport of Octenoyl Carnitine",0,1000
C8CRNtr,"Transport of Octanoyl Carnitine",0,1000
C8DCtr,"Transport of Suberyl Carnitine",0,1000
DDECCRNtr,"Transport of Lauroyl Carnitine",0,1000
DDECE1CRNtr,"Transport of Dodecenoyl Carnitine",0,1000
DECDICRNtr,"Transport of Decadienoyl Carnitine",0,1000
DMHPTCRNtr,"Transport of 2, 6 Dimethylheptanoyl Carnitine",-1000,1000
ELAIDCRNtr,"Transport of Elaidic Carnitine",-1000,1000
HDCECRNtr,"Transport of Palmitoleoyl-Carnitine",0,1000
IVCRNtr,"Transport of Isovaleryl Carnitine",0,1000
LNELDCCRNtr,"Transport of 6Z,9Z-Octadecadienoylcarnitine",0,1000
LNLCCRNtr,"Transport of Linoleyl Carnitine",-1000,1000
ODECRNtr,"Transport of L-Oleoylcarnitine",0,1000
PCRNtr,"Transport of O-Propanoylcarnitine",-1000,1000
PMTCRNtr,"Transport of L-Palmitoylcarnitine",0,1000
STCRNtr,"Transport of O-Octadecanoyl-R-Carnitine",0,1000
TETDEC2CRntr,"Transport of Tetradecadienoyl Carnitine",0,1000
TETDECE1CRNtr,"Transport of Tetradecenoyl Carnitine",0,1000
TTDCRNtr,"Transport of Tetradecanoyl Carnitine",-1000,1000
EX_sphmyln_hs[e],"Exchange of Sphingomyelin",0,51.7085621039054
XOLEST183tl,"Intracellular Transport of 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",0,267.019887014607
XOLEST182tl,"Intracellular Transport of 1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",0,0
XOLEST181tl,"Intracellular Transport of 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",0,252.528349858
VACCtl,"Intracellular Transport of Vaccenic Acid",0,252.488045067466
XOLEST205tl,"Intracellular Transport of 1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5, 8, 11, 14, 17)",0,220.886278643893
TMNDNCtl,"Intracellular Transport of Timnodonic Acid",0,220.886278643893
XOLEST204tl,"Intracellular Transport of Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5, 8, 11, 14)",0,282.610502283943
XOLEST226tl,"Intracellular Transport of Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4, 7, 10, 13, 16, 19)",0,210.53393764466
CRVNCtl,"Intracellular Transport of Cervonic Acid, C22:6 N-3",0,210.533937644659
BGLYtm,"Intracellular Transport for Benzoyl-Glycine",0,0
PHEACGLYtm,"Transport of Phenylacetylglycine, Mitochondrial",0,0.0127680000000274
HXAt1,"Transport of Hexanoate (N-C6:0), Mitochondrial",0,290.80732135929
HXAt2,"Transport of Hexanoate (N-C6:0), Peroxisome",-1000,1000
HXAt3,"Transport of Hexanoate (N-C6:0), Extracellular",0,290.360034709954
EX_hxa[e],"Exchange of Hexanoate (N-C6:0)",0,290.36003470996
TTDCEAc,"Hydrolysis of Fatty Acyl Coenzyme A (14:1)",0,1000
PACCOALm,"Phenylacetate Coenzyme A Ligase, Mitochondrial",0,0.012768000000146
PACALDtm,"Intracellular Transport of Pacald",0,0.012768000002738
BZtm,"Intracellular Transport of Benzoate",0,0
GNCORE1te,"Extracellular Transport of gncore  1",0,0
GNCORE2te,"Extracellular Transport of gncore  2",0,0
LHCYSTIN,"Formation of Homocystine",-0.00365750000003118,0
LHCYSTINt,"Transport of Homocystine",0,0.00365750000003118
EX_Lhcystin[e],"Exchange of Homocystine",0,0.00365750000003118
PA_HStm,"Transport of Phosphatidate, Mitochondrial",-580.337146382076,1000
FldAct,"Fldact",0,580.341458806316
MALOAtm,"Transport of Malate via Oxal Acetate Antiport, Mitochondrial",-1000,1000
MLTHFtm,"Transport of 5,10-Methylenetetrahydrofolate, Mitochondrial",-1000,1000
2MOPtm,"Transport of 2-Methyl-3-Oxopropanoate, Mitochondrial",0,1000
MMALtm,"Transport of Methylmalonate, Mitochondrial",0,1000
URIK3,"Urik3",0,1000
PSDm_hsc,"Psdm_Hsc",0,1000
PGPP_hsc,"Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",0,115.211598601754
CE2512te,"Ce2512Te",-1000,170.415651333089
CE0328te,"Ce0328Te",-1000,1000
r2514e,"Transport of Hexadecenoate (N-C16:1) via Carnitine Antiport",-1000,1000
r2514m,"Transport of Hexadecenoate (N-C16:1) via Carnitine Antiport, Mitochondrial",0,1000
RE2675C2,"Re2675C2",0,1000
FAS180,"Fas180",0,1000
3MOXTYRESSte,"3-Methoxytyramine Secretion via Secretory Vesicle (ATP Driven)",0,333.341047333333
5AOPt2,"5-Aminolevulinate Transport in via Proton Symport",0,1000
ACNAMt2,"N-Acetylneuraminate Proton Symport",0,1000
ADRNLtu,"Adrenaline (Epinephrine) Transport, Uniport",-0.0231420000001721,1000
AGPAT2,"1-Acylglycerol-3-Phosphate O-Acyltransferase 1 (C16:0)",0,491.377749673575
AGPAT3,"1-Acylglycerol-3-Phosphate O-Acyltransferase 1 (C18:1)",0,527.899055277385
AGPAT4,"1-Acylglycerol-3-Phosphate O-Acyltransferase 1 (C18:2)",0,327.675525738221
ARGtD,"L-Arginine Transport via Diffusion",-1000,1000
BANDMT,"Band Membrane Protein-Methyltransferase",0,0
C160CPT2rbc,"C160 Reverse",0,1000
C181CPT2rbc,"Carnitine Octadecenoyl Transferase",0,1000
CA2t,"Calcium (Ca+2) Transport via Diffusion (Extracellular to Cytosol)",-1000,1000
DKMPPD2,"Acireductone Dixoygenase 1 (Homo Sapiens)",0,225.997430260729
DKMPPD3,"Acireductone Synthase (Homo Sapiens)",0,225.997430260729
DM_pe_hs[c],"Demand for Phosphatidylethanolamine",0,71.6507646658893
DM_adprbp[c],"Demand for Adenosine-5'-Diphosphate-D-Ribose 2-Phosphate",0,81.5231720581675
DM_akg[c],"Demand for 2-Oxoglutarate",0,565.527609162039
DM_bandmt[c],"Demand for Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)",0,-0
DM_for[c],"Demand for Formate",0,389.693072498358
DM_mi1345p[c],"Demand for 1D-Myo-Inositol 1,3,4,5-Tetrakisphosphate",0,83.0086205002118
DM_mi134p[c],"Demand for 1D-Myo-Inositol 1,3,4-Trisphosphate",0,99.309738129247
DM_mi145p[c],"Demand for 1D-Myo-Inositol 1,4,5-Trisphosphate",0,107.571834788462
DM_mi14p[c],"Demand for (1R,2R,3R,4R,5R,6S)-2,3,5,6-Tetrahydroxy-4-(Phosphonatooxy)Cyclohexyl Phosphate",0,136.613033052344
DM_pchol_hs[c],"Demand for Phosphatidylcholine",0,51.212660286577
ETHAt,"Ethanolamine Transport via Diffusion, Extracellular",-150.833789641484,1000
GTHOXti2,"Oxidized Glutathione Irreversible Active Transport (Rbc)",0,0.00412299999980445
HCYSte,"Homocysteine Transport, Extracellular",-0.00731500000000551,0
LNLCCPT2rbc,"Carnitine Transferase",0,1000
NORMETEVESSte,"L-Normetanephrine Seceretion via Secretory Vesicle (ATP Driven)",0,333.341047333333
OROte,"Orotate Transporter",0,1000
PPPGOc,"Protoporphyrinogen Oxidase (Aerobic)",0,547.551733659539
sink_band[c],"Sink for Band Protein, Cytosolic",0,-0
SPRMt2r,"Spermine Transport via Proton Antiport",-1000,1000
The,"Proton Diffusion",-1000,1000
THMMPtrbc,"Thiamine Monophosphate Transport (Passive - Red Blood Cell)",-1000,1000
THMtrbc,"Thiamine Transprot (Passive - Red Blood Cell)",-1000,1000
UGT1A10c,"UDP-Glucuronosyltransferase 1-10 Precursor, Cytosol",-1000,1000
UNK3r," 2-Keto-4-Methylthiobutyrate Transamination, Reversible",-1000,1000
ACGALtr,"N-Acetylgalactosamine Export",0,145.839439581191
ACNAMtr,"N-Acetylneuraminate Export",0,1000
CORE4t,"Core4 (Mucin O-Glycan) Export",0,0
CORE5t,"Core5 (Mucin O-Glycan) Export",0,1000
CORE7t,"Core7 (Mucin O-Glycan) Export",0,1000
CORE8t,"Core8 (Mucin O-Glycan) Export",0,1000
DST_ANTIGENt,"Dst_Antigen (Mucin O-Glycan) Export",0,0
ETHAtr,"Ethanolamine Export",0,1000
GALAMtr,"Galactosamine Import",0,0
MK10t,"Menaquinone Secretion/ Uptake (Menaquinone 10)",0,0
MK11t,"Menaquinone Secretion/ Uptake (Menaquinone 11)",0,0
MK7t,"Menaquinone Secretion/ Uptake (Menaquinone 7)",0,0
MK9t,"Menaquinone Secretion/ Uptake (Menaquinone 9)",0,0
S2L2N2M2Mt,"De-Fuc Form of Pa6 (W/O Peptide Linkage) Transport, Lysosome to Extracellular",-24.9958386092703,0
STN_ANTIGENt,"Stn_Antigen (Mucin O-Glycan) Export",0,0
EX_core4[e],"Exchange of Core 4 (Mucin O-Glycan) ",0,-0
EX_core5[e],"Exchange of Core 5 (Mucin O-Glycan) ",0,-0
